year,month,vtype,make,make
2016,7,05 - Light Duty Truck,HOND,27
2016,7,05 - Light Duty Truck,HONDA,18
2016,7,05 - Light Duty Truck,HYUN,2
2016,7,05 - Light Duty Truck,HYUNDAI,4
2016,7,05 - Light Duty Truck,INFINITI,3
2016,7,05 - Light Duty Truck,ISU,5
2016,7,05 - Light Duty Truck,ISUZ,5
2016,7,05 - Light Duty Truck,ISUZU,3
2016,7,05 - Light Duty Truck,JEEP,70
2016,7,05 - Light Duty Truck,KIA,9
2016,7,05 - Light Duty Truck,LAND ROVER,4
2016,7,05 - Light Duty Truck,LANDR,1
2016,7,05 - Light Duty Truck,LANDROER,2
2016,7,05 - Light Duty Truck,LEX,1
2016,7,05 - Light Duty Truck,LEXS,5
2016,7,05 - Light Duty Truck,LEXU,1
2016,7,05 - Light Duty Truck,LEXUS,6
2016,7,05 - Light Duty Truck,LINC,1
2016,7,05 - Light Duty Truck,LINCOLN,2
2016,7,05 - Light Duty Truck,LNDR,2
2016,7,05 - Light Duty Truck,MAZ,1
2016,7,05 - Light Duty Truck,MAZD,3
2016,7,05 - Light Duty Truck,MAZDA,5
2016,7,05 - Light Duty Truck,MERC,1
2016,7,05 - Light Duty Truck,MERCEDES,4
2016,7,05 - Light Duty Truck,MERZ,8
2016,7,05 - Light Duty Truck,MITS,2
2016,7,05 - Light Duty Truck,NISS,11
2016,7,05 - Light Duty Truck,NISSAN,22
2016,7,05 - Light Duty Truck,PORS,2
2016,7,05 - Light Duty Truck,PORSCHE,1
2016,7,05 - Light Duty Truck,RAM,4
2016,7,05 - Light Duty Truck,SPOR,1
2016,7,05 - Light Duty Truck,SUBA,4
2016,7,05 - Light Duty Truck,SUBARU,2
2016,7,05 - Light Duty Truck,TOYO,4
2016,7,05 - Light Duty Truck,TOYOT,3
2016,7,05 - Light Duty Truck,TOYOTA,37
2016,7,05 - Light Duty Truck,TOYT,45
2016,7,05 - Light Duty Truck,TRTR,1
2016,7,05 - Light Duty Truck,VOLK,1
2016,7,05 - Light Duty Truck,VOLV,1
2016,7,05 - Light Duty Truck,VOLVO,3
2016,7,06 - Heavy Duty Truck,CHEV,4
2016,7,06 - Heavy Duty Truck,CHEVROLET,1
2016,7,06 - Heavy Duty Truck,DODGE,3
2016,7,06 - Heavy Duty Truck,F550,1
2016,7,06 - Heavy Duty Truck,FORD,12
2016,7,06 - Heavy Duty Truck,FREIGHTLINER,2
2016,7,06 - Heavy Duty Truck,FRHT,1
2016,7,06 - Heavy Duty Truck,GMC,2
2016,7,06 - Heavy Duty Truck,HINO,2
2016,7,06 - Heavy Duty Truck,INTL,6
2016,7,06 - Heavy Duty Truck,ISUZ,1
2016,7,06 - Heavy Duty Truck,ISUZU,3
2016,7,06 - Heavy Duty Truck,KENWORTH,1
2016,7,06 - Heavy Duty Truck,MACK,5
2016,7,06 - Heavy Duty Truck,PETERBILT,2
2016,7,06 - Heavy Duty Truck,PETERBUILT,2
2016,7,06 - Heavy Duty Truck,PTRB,1
2016,7,06 - Heavy Duty Truck,RAM,1
2016,7,07 - Truck/Road Tractor,CHEV,1
2016,7,07 - Truck/Road Tractor,CHEVROLET,8
2016,7,07 - Truck/Road Tractor,DODGE,1
2016,7,07 - Truck/Road Tractor,INTL,1
2016,7,07 - Truck/Road Tractor,KW,1
2016,7,08 - Recreational Vehicle,ACURA,1
2016,7,08 - Recreational Vehicle,BMW,1
2016,7,08 - Recreational Vehicle,CHEVY,2
2016,7,08 - Recreational Vehicle,FORD,4
2016,7,08 - Recreational Vehicle,HOND,6
2016,7,08 - Recreational Vehicle,HONDA,2
2016,7,08 - Recreational Vehicle,JEEP,3
2016,7,08 - Recreational Vehicle,MAZDA,2
2016,7,08 - Recreational Vehicle,MERC,1
2016,7,08 - Recreational Vehicle,TOYOTA,6
2016,7,10 - Transit Bus,GILL,7
2016,7,10 - Transit Bus,ORION,1
2016,7,12 - School Bus,THOM,1
2016,7,19 - Moped,TAO,5
2016,7,19 - Moped,TAOTAO,7
2016,7,20 - Commercial Rig,BMW,1
2016,7,20 - Commercial Rig,KENIWORTH,2
2016,7,20 - Commercial Rig,KENWORTH,5
2016,7,25 - Utility Trailer,BRMA,2
2016,7,25 - Utility Trailer,CARR,4
2016,7,25 - Utility Trailer,MAST,4
2016,7,28 - Other,ACUR,1
2016,7,28 - Other,ACURA,2
2016,7,28 - Other,AUDI,1
2016,7,28 - Other,CADI,1
2016,7,28 - Other,CADILLAC,3
2016,7,28 - Other,CHEV,4
2016,7,28 - Other,CHEVROLET,10
2016,7,28 - Other,CHEVY,1
2016,7,28 - Other,CHRISLER,1
2016,7,28 - Other,CHRYSLER,9
2016,7,28 - Other,DODG,1
2016,7,28 - Other,DODGE,7
2016,7,28 - Other,FORD,36
2016,7,28 - Other,FRHT,2
2016,7,28 - Other,GMC,9
2016,7,28 - Other,HOND,5
2016,7,28 - Other,HONDA,13
2016,7,28 - Other,HYUN,1
2016,7,28 - Other,HYUNDAI,4
2016,7,28 - Other,INFI,3
2016,7,28 - Other,INTERNATION,3
2016,7,28 - Other,INTERNATIONAL,1
2016,7,28 - Other,ISUZU,1
2016,7,28 - Other,JEEP,13
2016,7,28 - Other,KIA,2
2016,7,28 - Other,LEXU,3
2016,7,28 - Other,LEXUE,1
2016,7,28 - Other,LEXUS,2
2016,7,28 - Other,LINCOLN,1
2016,7,28 - Other,LNDR,1
2016,7,28 - Other,MAZ,1
2016,7,28 - Other,MAZD,3
2016,7,28 - Other,MAZDA,2
2016,7,28 - Other,MERZ,2
2016,7,28 - Other,NISS,1
2016,7,28 - Other,NISSAN,13
2016,7,28 - Other,PONT,1
2016,7,28 - Other,PORS,6
2016,7,28 - Other,RANGE ROVER,1
2016,7,28 - Other,SUBARU,1
2016,7,28 - Other,TOMOS,1
2016,7,28 - Other,TOYOTA,17
2016,7,28 - Other,TOYT,10
2016,7,28 - Other,VOLKS,1
2016,7,28 - Other,VULC,1
2016,7,28 - Other,YAHAMA,1
2016,7,29 - Unknown,INFINITI,1
2016,7,29 - Unknown,LINCOLN,8
2016,7,29 - Unknown,NISSAN,1
2016,8,01 - Motorcycle,ACUR,3
2016,8,01 - Motorcycle,ACURA,2
2016,8,01 - Motorcycle,BUEL,1
2016,8,01 - Motorcycle,CHEVROLET,2
2016,8,01 - Motorcycle,CHEVY,2
2016,8,01 - Motorcycle,CHRYSLER,1
2016,8,01 - Motorcycle,FORD,1
2016,8,01 - Motorcycle,FRHT,1
2016,8,01 - Motorcycle,HARL,3
2016,8,01 - Motorcycle,HOND,3
2016,8,01 - Motorcycle,HONDA,22
2016,8,01 - Motorcycle,INFINITI,2
2016,8,01 - Motorcycle,JAGUAR,1
2016,8,01 - Motorcycle,JEEP,1
2016,8,01 - Motorcycle,KAIT,3
2016,8,01 - Motorcycle,KAW,5
2016,8,01 - Motorcycle,KAWA,3
2016,8,01 - Motorcycle,KAWASAKI,19
2016,8,01 - Motorcycle,KAWK,3
2016,8,01 - Motorcycle,KIA,7
2016,8,01 - Motorcycle,MERCURY,3
2016,8,01 - Motorcycle,MINI,1
2016,8,01 - Motorcycle,NISSAN,1
2016,8,01 - Motorcycle,ROLLS ROYCE,1
2016,8,01 - Motorcycle,SAAB,2
2016,8,01 - Motorcycle,SUBARU,3
2016,8,01 - Motorcycle,SUZI,1
2016,8,01 - Motorcycle,SUZI MC,1
2016,8,01 - Motorcycle,SUZUKI,9
2016,8,01 - Motorcycle,TOMAS,8
2016,8,01 - Motorcycle,TOMO,5
2016,8,01 - Motorcycle,TOYOTA,8
2016,8,01 - Motorcycle,TOYT,6
2016,8,01 - Motorcycle,TOYTOA,1
2016,8,01 - Motorcycle,VOLK,2
2016,8,01 - Motorcycle,VOLKSWAGEN,2
2016,8,01 - Motorcycle,VOLKSWAGON,1
2016,8,01 - Motorcycle,YAMAHA,24
2016,8,02 - Automobile,2013,1
2016,8,02 - Automobile,ACCURA,3
2016,8,02 - Automobile,ACRURA,2
2016,8,02 - Automobile,ACUR,129
2016,8,02 - Automobile,ACURA,305
2016,8,02 - Automobile,ACYRA,1
2016,8,02 - Automobile,ASTO,1
2016,8,02 - Automobile,AUDI,129
2016,8,02 - Automobile,BENTLEY,1
2016,8,02 - Automobile,BMV,3
2016,8,02 - Automobile,BMW,362
2016,8,02 - Automobile,BUIC,20
2016,8,02 - Automobile,BUICK,57
2016,8,02 - Automobile,CAD,2
2016,8,02 - Automobile,CADI,71
2016,8,02 - Automobile,CADIALLAC,2
2016,8,02 - Automobile,CADILAC,4
2016,8,02 - Automobile,CADILLAC,28
2016,8,02 - Automobile,CHEROLET,2
2016,8,02 - Automobile,CHEV,342
2016,8,02 - Automobile,CHEVERLOT,7
2016,8,02 - Automobile,CHEVEROLET,1
2016,8,02 - Automobile,CHEVORLET,3
2016,8,02 - Automobile,CHEVROLET,214
2016,8,02 - Automobile,CHEVROLOET,1
2016,8,02 - Automobile,CHEVT,2
2016,8,02 - Automobile,CHEVY,252
2016,8,02 - Automobile,CHRY,93
2016,8,02 - Automobile,CHRYS,5
2016,8,02 - Automobile,CHRYSLER,120
2016,8,02 - Automobile,CHRYSTLER,1
2016,8,02 - Automobile,CHYRSLER,1
2016,8,02 - Automobile,CORVETTE,1
2016,8,02 - Automobile,CRYS,1
2016,8,02 - Automobile,DATS,2
2016,8,02 - Automobile,DOD,1
2016,8,02 - Automobile,DODG,64
2016,8,02 - Automobile,DODGE,288
2016,8,02 - Automobile,DODGE RAM,3
2016,8,02 - Automobile,FIAT,2
2016,8,02 - Automobile,FOD,2
2016,8,02 - Automobile,FOED,1
2016,8,02 - Automobile,FOR,6
2016,8,02 - Automobile,FORD,901
2016,8,02 - Automobile,FPRD,3
2016,8,02 - Automobile,GEO,15
2016,8,02 - Automobile,GIL,1
2016,8,02 - Automobile,GMC,98
2016,8,02 - Automobile,HINDA,5
2016,8,02 - Automobile,HNDA,1
2016,8,02 - Automobile,HODA,2
2016,8,02 - Automobile,HOINDA,1
2016,8,02 - Automobile,HOMD,3
2016,8,02 - Automobile,HON,3
2016,8,02 - Automobile,HOND,488
2016,8,02 - Automobile,HONDA,1580
2016,8,02 - Automobile,HUMM,2
2016,8,02 - Automobile,HUMMER,11
2016,8,02 - Automobile,HUNDAI,2
2016,8,02 - Automobile,HYANDAI,4
2016,8,02 - Automobile,HYIDAI,1
2016,8,02 - Automobile,HYNDAI,6
2016,8,02 - Automobile,HYU,1
2016,8,02 - Automobile,HYUDAI,1
2016,8,02 - Automobile,HYUN,218
2016,8,02 - Automobile,HYUNAI,1
2016,8,02 - Automobile,HYUND,6
2016,8,02 - Automobile,HYUNDA,3
2016,8,02 - Automobile,HYUNDAI,284
2016,8,02 - Automobile,HYUNDI,2
2016,8,02 - Automobile,INFI,47
2016,8,02 - Automobile,INFIN,1
2016,8,02 - Automobile,INFINITE,1
2016,8,02 - Automobile,INFINITI,91
2016,8,02 - Automobile,INFINITY,14
2016,8,02 - Automobile,INFINTI,2
2016,8,02 - Automobile,INTERNATIONAL,1
2016,8,02 - Automobile,INTL,1
2016,8,02 - Automobile,ISU,1
2016,8,02 - Automobile,ISUZ,2
2016,8,02 - Automobile,ISUZU,8
2016,8,02 - Automobile,JAG,1
2016,8,02 - Automobile,JAGU,4
2016,8,02 - Automobile,JAGUAR,19
2016,8,02 - Automobile,JAJUAR,1
2016,8,02 - Automobile,JEEP,244
2016,8,02 - Automobile,JEP,1
2016,8,02 - Automobile,KAIS,2
2016,8,02 - Automobile,KAWASAKE,4
2016,8,02 - Automobile,KAWASAKI,1
2016,8,02 - Automobile,KAWK,1
2016,8,02 - Automobile,KIA,200
2016,8,02 - Automobile,LAMO,2
2016,8,02 - Automobile,LAND,1
2016,8,02 - Automobile,LAND ROVER,30
2016,8,02 - Automobile,LANDROVER,7
2016,8,02 - Automobile,LEX,4
2016,8,02 - Automobile,LEXIS,3
2016,8,02 - Automobile,LEXS,40
2016,8,02 - Automobile,LEXU,19
2016,8,02 - Automobile,LEXUS,225
2016,8,02 - Automobile,LINC,12
2016,8,02 - Automobile,LINCOLN,40
2016,8,02 - Automobile,LNDR,4
2016,8,02 - Automobile,MADZ,1
2016,8,02 - Automobile,MADZA,4
2016,8,02 - Automobile,MASE,2
2016,8,02 - Automobile,MAWO,1
2016,8,02 - Automobile,MAZC,1
2016,8,02 - Automobile,MAZD,40
2016,8,02 - Automobile,MAZDA,233
2016,8,02 - Automobile,MERC,40
2016,8,02 - Automobile,MERCADES,3
2016,8,02 - Automobile,MERCED,1
2016,8,02 - Automobile,MERCEDES,125
2016,8,02 - Automobile,MERCEDES BENZ,26
2016,8,02 - Automobile,MERCEDES C300,3
2016,8,02 - Automobile,MERCEDES-BENZ,6
2016,8,02 - Automobile,MERCEDEZ,15
2016,8,02 - Automobile,MERCEDEZ BENZ,4
2016,8,02 - Automobile,MERCURY,38
2016,8,02 - Automobile,MERZ,179
2016,8,02 - Automobile,MERZEDES,4
2016,8,02 - Automobile,MINI,25
2016,8,02 - Automobile,MINI COOPER,5
2016,8,02 - Automobile,MISS,1
2016,8,02 - Automobile,MIT,1
2016,8,02 - Automobile,MITS,63
2016,8,02 - Automobile,MITSU,7
2016,8,02 - Automobile,MITSUBISHI,40
2016,8,02 - Automobile,MITSUBUISHI,1
2016,8,02 - Automobile,MITZ,3
2016,8,02 - Automobile,MNNI,2
2016,8,02 - Automobile,NISAN,2
2016,8,02 - Automobile,NISS,293
2016,8,02 - Automobile,NISSA,8
2016,8,02 - Automobile,NISSAN,760
2016,8,02 - Automobile,NISSIAN,7
2016,8,02 - Automobile,OLDS,20
2016,8,02 - Automobile,OLDSMOBILE,6
2016,8,02 - Automobile,PLYMOUTH,3
2016,8,02 - Automobile,PONT,34
2016,8,02 - Automobile,PONTAIC,3
2016,8,02 - Automobile,PONTIAC,58
2016,8,02 - Automobile,PORS,5
2016,8,02 - Automobile,PORSCHE,30
2016,8,02 - Automobile,RAM,2
2016,8,02 - Automobile,RANGE ROVER,3
2016,8,02 - Automobile,RANGEROVER,1
2016,8,02 - Automobile,SAA,1
2016,8,02 - Automobile,SAAB,7
2016,8,02 - Automobile,SATU,11
2016,8,02 - Automobile,SATURN,45
2016,8,02 - Automobile,SCIO,6
2016,8,02 - Automobile,SCION,65
2016,8,02 - Automobile,SMART,3
2016,8,02 - Automobile,STRN,13
2016,8,02 - Automobile,SUB,3
2016,8,02 - Automobile,SUBA,58
2016,8,02 - Automobile,SUBAARU,2
2016,8,02 - Automobile,SUBARU,113
2016,8,02 - Automobile,SUBBARU,1
2016,8,02 - Automobile,SUBU,6
2016,8,02 - Automobile,SUBURU,4
2016,8,02 - Automobile,SUSBARU,2
2016,8,02 - Automobile,SUZI,15
2016,8,02 - Automobile,SUZU,4
2016,8,02 - Automobile,SUZUKI,24
2016,8,02 - Automobile,TAO TAO,4
2016,8,02 - Automobile,TAOTAO,2
2016,8,02 - Automobile,TAURUS,2
2016,8,02 - Automobile,TESLA,4
2016,8,02 - Automobile,TOTOTA,1
2016,8,02 - Automobile,TOTY,1
2016,8,02 - Automobile,TOY,17
2016,8,02 - Automobile,TOYO,20
2016,8,02 - Automobile,TOYOT,15
2016,8,02 - Automobile,TOYOTA,1473
2016,8,02 - Automobile,TOYOTA SCION,1
2016,8,02 - Automobile,TOYOYA,2
2016,8,02 - Automobile,TOYT,717
2016,8,02 - Automobile,TOYTA,5
2016,8,02 - Automobile,TOYTOA,3
2016,8,02 - Automobile,TOYTOTA,1
2016,8,02 - Automobile,TRIUM,2
2016,8,02 - Automobile,UNK,2
2016,8,02 - Automobile,VILK,2
2016,8,02 - Automobile,VOL,1
2016,8,02 - Automobile,VOLK,127
2016,8,02 - Automobile,VOLKS,39
2016,8,02 - Automobile,VOLKS WAGON,2
2016,8,02 - Automobile,VOLKSWAGEN,41
2016,8,02 - Automobile,VOLKSWAGON,61
2016,8,02 - Automobile,VOLV,29
2016,8,02 - Automobile,VOLVO,93
2016,8,02 - Automobile,VW,47
2016,8,02 - Automobile,WHITE,10
2016,8,02 - Automobile,WOLK,1
2016,8,02 - Automobile,WV,2
2016,8,02 - Automobile,YAMAHA,2
2016,8,03 - Station Wagon,ACUR,2
2016,8,03 - Station Wagon,ACURA,4
2016,8,03 - Station Wagon,AUDI,4
2016,8,03 - Station Wagon,BMW,4
2016,8,03 - Station Wagon,BUIC,2
2016,8,03 - Station Wagon,CADILLAC,2
2016,8,03 - Station Wagon,CHRYSLER,2
2016,8,03 - Station Wagon,DODG,2
2016,8,03 - Station Wagon,DODGE,4
2016,8,03 - Station Wagon,FORD,16
2016,8,03 - Station Wagon,GMC,9
2016,8,03 - Station Wagon,HOND,1
2016,8,03 - Station Wagon,HONDA,15
2016,8,03 - Station Wagon,HYUN,2
2016,8,03 - Station Wagon,INFI,1
2016,8,03 - Station Wagon,INFINITI,1
2016,8,03 - Station Wagon,ISUZU,4
2016,8,03 - Station Wagon,JEEP,18
2016,8,03 - Station Wagon,KIA,6
2016,8,03 - Station Wagon,LEXUS,2
2016,8,03 - Station Wagon,LNDROVER,1
2016,8,03 - Station Wagon,MAZD,2
2016,8,03 - Station Wagon,MAZDA,23
2016,8,03 - Station Wagon,MERCEDES,3
2016,8,03 - Station Wagon,MERZ,2
2016,8,03 - Station Wagon,MITS,2
2016,8,03 - Station Wagon,NISS,2
2016,8,03 - Station Wagon,NISSAN,4
2016,8,03 - Station Wagon,PORS,1
2016,8,03 - Station Wagon,SCION,3
2016,8,03 - Station Wagon,SUBA,9
2016,8,03 - Station Wagon,SUBARU,4
2016,8,03 - Station Wagon,TOYOT,2
2016,8,03 - Station Wagon,TOYOTA,21
2016,8,03 - Station Wagon,TOYT,9
2016,8,03 - Station Wagon,VOLK,1
2016,8,03 - Station Wagon,VOLVO,4
2016,8,04 - Limousine,FORD,7
2016,8,04 - Limousine,HOND,1
2016,8,04 - Limousine,LEXUS,1
2016,8,04 - Limousine,NISS,1
2016,8,05 - Light Duty Truck,ACUR,8
2016,8,05 - Light Duty Truck,ACURA,4
2016,8,05 - Light Duty Truck,AURA,2
2016,8,05 - Light Duty Truck,BMW,9
2016,8,05 - Light Duty Truck,BUIC,1
2016,8,05 - Light Duty Truck,CADI,2
2016,8,05 - Light Duty Truck,CARR,2
2016,8,05 - Light Duty Truck,CHEV,77
2016,8,05 - Light Duty Truck,CHEVORLET,4
2016,8,05 - Light Duty Truck,CHEVROLET,18
2016,8,05 - Light Duty Truck,CHEVY,41
2016,8,05 - Light Duty Truck,CHRY,2
2016,8,05 - Light Duty Truck,CHRYSLER,2
2016,8,05 - Light Duty Truck,DODG,14
2016,8,05 - Light Duty Truck,DODGE,48
2016,8,05 - Light Duty Truck,FORD,225
2016,8,05 - Light Duty Truck,FRIEGHTLINER,1
2016,8,05 - Light Duty Truck,GMC,67
2016,8,05 - Light Duty Truck,HOLM,1
2016,8,05 - Light Duty Truck,HOND,23
2016,8,05 - Light Duty Truck,HONDA,37
2016,8,05 - Light Duty Truck,HYUN,3
2016,8,05 - Light Duty Truck,HYUNDAI,2
2016,8,05 - Light Duty Truck,HYUNUNDAI,1
2016,8,05 - Light Duty Truck,INFI,11
2016,8,05 - Light Duty Truck,INFINITI,1
2016,8,05 - Light Duty Truck,INFN,1
2016,8,05 - Light Duty Truck,ISUZ,2
2016,8,05 - Light Duty Truck,JEEP,39
2016,8,05 - Light Duty Truck,KIA,13
2016,8,05 - Light Duty Truck,LAND ROVER,2
2016,8,05 - Light Duty Truck,LEX,2
2016,8,05 - Light Duty Truck,LEXS,2
2016,8,05 - Light Duty Truck,LEXU,5
2016,8,05 - Light Duty Truck,LEXUS,11
2016,8,05 - Light Duty Truck,LINC,2
2016,8,05 - Light Duty Truck,LINCOLN,1
2016,8,05 - Light Duty Truck,LNDR,4
2016,8,05 - Light Duty Truck,MAZ,1
2016,8,05 - Light Duty Truck,MAZD,1
2016,8,05 - Light Duty Truck,MAZDA,3
2016,8,05 - Light Duty Truck,MERCEDES,1
2016,8,05 - Light Duty Truck,MERZ,16
2016,8,05 - Light Duty Truck,MIFU,3
2016,8,05 - Light Duty Truck,MITS,1
2016,8,05 - Light Duty Truck,MITTS,2
2016,8,05 - Light Duty Truck,NISS,16
2016,8,05 - Light Duty Truck,NISSAN,24
2016,8,05 - Light Duty Truck,PTRB,2
2016,8,05 - Light Duty Truck,RAM,2
2016,8,05 - Light Duty Truck,SCION,1
2016,8,05 - Light Duty Truck,SPRINTER,2
2016,8,05 - Light Duty Truck,SUBA,2
2016,8,05 - Light Duty Truck,SUBARU,5
2016,8,05 - Light Duty Truck,TOYO,2
2016,8,05 - Light Duty Truck,TOYOT,3
2016,8,05 - Light Duty Truck,TOYOTA,54
2016,8,05 - Light Duty Truck,TOYT,57
2016,8,05 - Light Duty Truck,VOLK,3
2016,8,05 - Light Duty Truck,VOLKS,1
2016,8,05 - Light Duty Truck,VOLVO,6
2016,8,06 - Heavy Duty Truck,CHEV,22
2016,8,06 - Heavy Duty Truck,CHEVOLET,1
2016,8,06 - Heavy Duty Truck,CHEVY,2
2016,8,06 - Heavy Duty Truck,CRAN,1
2016,8,06 - Heavy Duty Truck,CRANE,4
2016,8,06 - Heavy Duty Truck,DODG,3
2016,8,06 - Heavy Duty Truck,DODGE,9
2016,8,06 - Heavy Duty Truck,FORD,51
2016,8,06 - Heavy Duty Truck,FREIGHT TRUCK,1
2016,8,06 - Heavy Duty Truck,GMC,33
2016,8,06 - Heavy Duty Truck,HOND,2
2016,8,06 - Heavy Duty Truck,INTERNATIONAL,9
2016,8,06 - Heavy Duty Truck,ISU,4
2016,8,06 - Heavy Duty Truck,ISUZ,4
2016,8,06 - Heavy Duty Truck,ISUZU,3
2016,8,06 - Heavy Duty Truck,KW,2
2016,8,06 - Heavy Duty Truck,MACK,10
2016,8,06 - Heavy Duty Truck,MITSUBISHI,1
2016,8,06 - Heavy Duty Truck,NISSAN,2
2016,8,06 - Heavy Duty Truck,PETE,1
2016,8,06 - Heavy Duty Truck,PETERBILT,5
2016,8,06 - Heavy Duty Truck,PTRB,3
2016,8,06 - Heavy Duty Truck,RAM,1
2016,8,06 - Heavy Duty Truck,STER,4
2016,8,06 - Heavy Duty Truck,TOYOTA,2
2016,8,07 - Truck/Road Tractor,GMC,3
2016,8,07 - Truck/Road Tractor,TNERNATIONAL,1
2016,8,08 - Recreational Vehicle,ACURA,4
2016,8,08 - Recreational Vehicle,CHEV,1
2016,8,08 - Recreational Vehicle,CHEVY,2
2016,8,08 - Recreational Vehicle,DODG,1
2016,8,08 - Recreational Vehicle,FORD,1
2016,8,08 - Recreational Vehicle,HOND,2
2016,8,08 - Recreational Vehicle,HONDA,8
2016,8,08 - Recreational Vehicle,HYUN,1
2016,8,08 - Recreational Vehicle,INFI,1
2016,8,08 - Recreational Vehicle,JEEP,2
2016,8,08 - Recreational Vehicle,LEXUS,3
2016,8,08 - Recreational Vehicle,MAZD,1
2016,8,08 - Recreational Vehicle,NISSAN,2
2016,8,08 - Recreational Vehicle,TOYOTA,3
2016,8,10 - Transit Bus,GIILIG,2
2016,8,10 - Transit Bus,GILL,1
2016,8,12 - School Bus,THOM,1
2016,8,19 - Moped,BINTELLI,1
2016,8,19 - Moped,HONDA,4
2016,8,19 - Moped,TAOTO,1
2016,8,19 - Moped,YAMAHA,5
2016,8,20 - Commercial Rig,FRHT,4
2016,8,20 - Commercial Rig,HYUNDI,1
2016,8,20 - Commercial Rig,LEXUS,4
2016,8,20 - Commercial Rig,TOYT,1
2016,8,23 - Travel/Home Trailer,CARR,1
2016,8,24 - Camper,SUZI,1
2016,8,25 - Utility Trailer,CARR,1
2016,8,25 - Utility Trailer,HOMEMADE,2
2016,8,25 - Utility Trailer,HOMESTEADER,3
2016,8,25 - Utility Trailer,PREM,1
2016,8,27 - Farm Equipment,INTERNATION,1
2016,8,28 - Other,ACURA,5
2016,8,28 - Other,BMW,1
2016,8,28 - Other,BUIC,1
2016,8,28 - Other,BUICK,2
2016,8,28 - Other,CHEV,4
2016,8,28 - Other,CHEVROLET,3
2016,8,28 - Other,CHRISLER,1
2016,8,28 - Other,CHRY,1
2016,8,28 - Other,DODG,2
2016,8,28 - Other,DODGE,6
2016,8,28 - Other,FORD,35
2016,8,28 - Other,GMC,4
2016,8,28 - Other,HODA,1
2016,8,28 - Other,HOND,5
2016,8,28 - Other,HONDA,19
2016,8,28 - Other,HUMMER,1
2016,8,28 - Other,INFI,1
2016,8,28 - Other,INTERNATIONAL,3
2016,8,28 - Other,JEEP,8
2016,8,28 - Other,KIA,2
2016,8,28 - Other,LANDROVER,6
2016,8,28 - Other,LEXU,1
2016,8,28 - Other,LEXUS,2
2016,8,28 - Other,LINCOLN,2
2016,8,28 - Other,MAZDA,1
2016,8,28 - Other,MERZ,4
2016,8,28 - Other,NISS,7
2016,8,28 - Other,NISSAN,1
2016,8,28 - Other,RANG ROVER,1
2016,8,28 - Other,SUB,1
2016,8,28 - Other,SUBA,1
2016,8,28 - Other,TAO TAO,3
2016,8,28 - Other,TOY,3
2016,8,28 - Other,TOYOTA,10
2016,8,28 - Other,TOYT,4
2016,8,28 - Other,WORK,1
2016,8,29 - Unknown,CHEV,14
2016,8,29 - Unknown,TOYO,2
2016,8,29 - Unknown,TOYOTA,3
2016,9,01 - Motorcycle,ACUR,3
2016,9,01 - Motorcycle,ACURA,1
2016,9,01 - Motorcycle,BMW,7
2016,9,01 - Motorcycle,CHEV,3
2016,9,01 - Motorcycle,CHRY,1
2016,9,01 - Motorcycle,DODGE,5
2016,9,01 - Motorcycle,FORD,5
2016,9,01 - Motorcycle,HD,2
2016,9,01 - Motorcycle,HOND,2
2016,9,01 - Motorcycle,HONDA,10
2016,9,01 - Motorcycle,HYUN,2
2016,9,01 - Motorcycle,JEEP,2
2016,9,01 - Motorcycle,KAWASAKI,2
2016,9,01 - Motorcycle,KAWK,2
2016,9,01 - Motorcycle,LEXUS,3
2016,9,01 - Motorcycle,MERZ,1
2016,9,01 - Motorcycle,MITS,8
2016,9,01 - Motorcycle,SUZ,3
2016,9,01 - Motorcycle,SUZI,2
2016,9,01 - Motorcycle,SUZU,1
2016,9,01 - Motorcycle,SUZUIKI,4
2016,9,01 - Motorcycle,SUZUKI,11
2016,9,01 - Motorcycle,TAOTAO,6
2016,9,01 - Motorcycle,TOYOTA,5
2016,9,01 - Motorcycle,TOYT,7
2016,9,01 - Motorcycle,YAMA,1
2016,9,01 - Motorcycle,YAMAHA,5
2016,9,01 - Motorcycle,ZHEJIANG,4
2016,9,02 - Automobile,4D,1
2016,9,02 - Automobile,ACUAR,1
2016,9,02 - Automobile,ACUR,100
2016,9,02 - Automobile,ACURA,275
2016,9,02 - Automobile,AUDI,123
2016,9,02 - Automobile,BENZ,1
2016,9,02 - Automobile,BMW,357
2016,9,02 - Automobile,BUIC,25
2016,9,02 - Automobile,BUICK,59
2016,9,02 - Automobile,BUIK,7
2016,9,02 - Automobile,BWM,7
2016,9,02 - Automobile,CADI,36
2016,9,02 - Automobile,CADILAC,4
2016,9,02 - Automobile,CADILLAC,43
2016,9,02 - Automobile,CAI,2
2016,9,02 - Automobile,CAMRY,1
2016,9,02 - Automobile,CHDVY,2
2016,9,02 - Automobile,CHEV,347
2016,9,02 - Automobile,CHEVEY,6
2016,9,02 - Automobile,CHEVORLET,9
2016,9,02 - Automobile,CHEVROLET,287
2016,9,02 - Automobile,CHEVY,205
2016,9,02 - Automobile,CHRY,91
2016,9,02 - Automobile,CHRYS,3
2016,9,02 - Automobile,CHRYSLER,84
2016,9,02 - Automobile,CHRYSTLER,6
2016,9,02 - Automobile,CHVORLET,2
2016,9,02 - Automobile,CHYR,2
2016,9,02 - Automobile,CHYRS,2
2016,9,02 - Automobile,CHYRSLER,2
2016,9,02 - Automobile,CIVIC,1
