year,month,vtype,make,make
2016,4,05 - Light Duty Truck,TOYOTA,43
2016,4,05 - Light Duty Truck,TOYT,53
2016,4,05 - Light Duty Truck,UDT,1
2016,4,05 - Light Duty Truck,VOLV,1
2016,4,05 - Light Duty Truck,VOLVO,2
2016,4,05 - Light Duty Truck,VW,1
2016,4,06 - Heavy Duty Truck,CHEV,3
2016,4,06 - Heavy Duty Truck,CHEVROLET,2
2016,4,06 - Heavy Duty Truck,CHEVY,1
2016,4,06 - Heavy Duty Truck,DODGE,1
2016,4,06 - Heavy Duty Truck,FORD,65
2016,4,06 - Heavy Duty Truck,FREIGHTLINER,2
2016,4,06 - Heavy Duty Truck,FRHT,1
2016,4,06 - Heavy Duty Truck,GMC,9
2016,4,06 - Heavy Duty Truck,HINDO,1
2016,4,06 - Heavy Duty Truck,HINO,5
2016,4,06 - Heavy Duty Truck,HOND,1
2016,4,06 - Heavy Duty Truck,INTERNATIONAL,5
2016,4,06 - Heavy Duty Truck,INTL,6
2016,4,06 - Heavy Duty Truck,ISUZ,3
2016,4,06 - Heavy Duty Truck,ISUZU,6
2016,4,06 - Heavy Duty Truck,KENW,2
2016,4,06 - Heavy Duty Truck,KENWORTH,6
2016,4,06 - Heavy Duty Truck,KW,1
2016,4,06 - Heavy Duty Truck,MACK,4
2016,4,06 - Heavy Duty Truck,PETE,3
2016,4,06 - Heavy Duty Truck,STER,2
2016,4,08 - Recreational Vehicle,DODGE,2
2016,4,08 - Recreational Vehicle,FORD,8
2016,4,08 - Recreational Vehicle,GMC,2
2016,4,08 - Recreational Vehicle,HONDA,7
2016,4,08 - Recreational Vehicle,INFI,1
2016,4,08 - Recreational Vehicle,JEEP,6
2016,4,08 - Recreational Vehicle,LEXUS,2
2016,4,08 - Recreational Vehicle,MAZDA,1
2016,4,08 - Recreational Vehicle,MERCEDES,1
2016,4,08 - Recreational Vehicle,NISSAN,1
2016,4,08 - Recreational Vehicle,TOYOTA,3
2016,4,08 - Recreational Vehicle,VOLVO,1
2016,4,10 - Transit Bus,FORD,1
2016,4,10 - Transit Bus,ORION,1
2016,4,12 - School Bus,THOM,3
2016,4,19 - Moped,BOOM,5
2016,4,19 - Moped,FANGYUE,5
2016,4,19 - Moped,HONDA,1
2016,4,19 - Moped,TAOTAO,1
2016,4,20 - Commercial Rig,BMW,1
2016,4,20 - Commercial Rig,VOLVO,6
2016,4,23 - Travel/Home Trailer,UTIL,2
2016,4,25 - Utility Trailer,BIGT,5
2016,4,25 - Utility Trailer,BRIM,1
2016,4,25 - Utility Trailer,BRMA,1
2016,4,25 - Utility Trailer,FORD,1
2016,4,25 - Utility Trailer,KAFU,4
2016,4,25 - Utility Trailer,KAUF,3
2016,4,25 - Utility Trailer,KAUFMAN,1
2016,4,25 - Utility Trailer,LOTR,1
2016,4,25 - Utility Trailer,MAST,10
2016,4,25 - Utility Trailer,MASTER TRACK,2
2016,4,27 - Farm Equipment,ACUR,1
2016,4,28 - Other,ACUR,2
2016,4,28 - Other,ACURA,6
2016,4,28 - Other,AUDI,2
2016,4,28 - Other,BMW,2
2016,4,28 - Other,CADI,1
2016,4,28 - Other,CHEV,16
2016,4,28 - Other,CHEVROLET,25
2016,4,28 - Other,CHRY,2
2016,4,28 - Other,CHRYSLER,2
2016,4,28 - Other,DODG,6
2016,4,28 - Other,DODGE,7
2016,4,28 - Other,FORD,22
2016,4,28 - Other,GILL,1
2016,4,28 - Other,GMC,4
2016,4,28 - Other,HINO,1
2016,4,28 - Other,HOND,12
2016,4,28 - Other,HONDA,32
2016,4,28 - Other,HUFFY,1
2016,4,28 - Other,HUMMER,1
2016,4,28 - Other,HYUNDAI,6
2016,4,28 - Other,INFI,1
2016,4,28 - Other,INFINITY,2
2016,4,28 - Other,ISUZU,3
2016,4,28 - Other,JEEP,20
2016,4,28 - Other,KAWA,3
2016,4,28 - Other,KIA,1
2016,4,28 - Other,LEXS,1
2016,4,28 - Other,LEXU,2
2016,4,28 - Other,LEXUS,13
2016,4,28 - Other,LINC,1
2016,4,28 - Other,LNDR,1
2016,4,28 - Other,MAZD,3
2016,4,28 - Other,MAZDA,5
2016,4,28 - Other,MERCEDES BENZ,1
2016,4,28 - Other,MERZ,4
2016,4,28 - Other,MITSUBISHI,1
2016,4,28 - Other,NISS,4
2016,4,28 - Other,NISSAN,6
2016,4,28 - Other,SATU,1
2016,4,28 - Other,SUBA,2
2016,4,28 - Other,SUZU,1
2016,4,28 - Other,TOYO,2
2016,4,28 - Other,TOYOTA,30
2016,4,28 - Other,TOYT,11
2016,4,28 - Other,VOLKS,1
2016,4,28 - Other,VOLKSWAGON,4
2016,4,28 - Other,VOLVO,1
2016,4,28 - Other,X,2
2016,4,29 - Unknown,CROWN,1
2016,4,29 - Unknown,ZHEJIANG,7
2016,5,01 - Motorcycle,ACURA,1
2016,5,01 - Motorcycle,APRI,3
2016,5,01 - Motorcycle,AUDI,3
2016,5,01 - Motorcycle,BMW,7
2016,5,01 - Motorcycle,BUELL,1
2016,5,01 - Motorcycle,CADILLAC,2
2016,5,01 - Motorcycle,CHEV,8
2016,5,01 - Motorcycle,CHEVROLET,2
2016,5,01 - Motorcycle,CHRY,1
2016,5,01 - Motorcycle,CHRYSLER,3
2016,5,01 - Motorcycle,DODGE,1
2016,5,01 - Motorcycle,DUCA,7
2016,5,01 - Motorcycle,DUCATI,1
2016,5,01 - Motorcycle,FORD,7
2016,5,01 - Motorcycle,HARL,3
2016,5,01 - Motorcycle,HARLEY D,1
2016,5,01 - Motorcycle,HONDA,22
2016,5,01 - Motorcycle,HYUNDAI,1
2016,5,01 - Motorcycle,INFI,2
2016,5,01 - Motorcycle,JEEP,2
2016,5,01 - Motorcycle,KAWASAKI,5
2016,5,01 - Motorcycle,LEXUS,14
2016,5,01 - Motorcycle,MAZDA,1
2016,5,01 - Motorcycle,NISSAN,1
2016,5,01 - Motorcycle,RANGE ROVER,1
2016,5,01 - Motorcycle,SCION,3
2016,5,01 - Motorcycle,SUZUKI,4
2016,5,01 - Motorcycle,TAOTAO,3
2016,5,01 - Motorcycle,TOYOTA,5
2016,5,01 - Motorcycle,TOYT,8
2016,5,01 - Motorcycle,VOLKS,1
2016,5,01 - Motorcycle,VOLVO,7
2016,5,01 - Motorcycle,YAMA,1
2016,5,01 - Motorcycle,YAMAHA,2
2016,5,02 - Automobile,2016,1
2016,5,02 - Automobile,ACUR,113
2016,5,02 - Automobile,ACURA,336
2016,5,02 - Automobile,AUDI,104
2016,5,02 - Automobile,BENTLEY,1
2016,5,02 - Automobile,BENZ,6
2016,5,02 - Automobile,BMW,433
2016,5,02 - Automobile,BUIC,27
2016,5,02 - Automobile,BUICK,57
2016,5,02 - Automobile,CADI,57
2016,5,02 - Automobile,CADILAC,2
2016,5,02 - Automobile,CADILIC,2
2016,5,02 - Automobile,CADILLAC,29
2016,5,02 - Automobile,CEV,6
2016,5,02 - Automobile,CGEV,2
2016,5,02 - Automobile,CHEV,405
2016,5,02 - Automobile,CHEVE,15
2016,5,02 - Automobile,CHEVERLOT,2
2016,5,02 - Automobile,CHEVORLET,9
2016,5,02 - Automobile,CHEVR,1
2016,5,02 - Automobile,CHEVROLET,181
2016,5,02 - Automobile,CHEVY,253
2016,5,02 - Automobile,CHEVYQ,2
2016,5,02 - Automobile,CHRY,78
2016,5,02 - Automobile,CHRYLSER,2
2016,5,02 - Automobile,CHRYS,7
2016,5,02 - Automobile,CHRYSLER,110
2016,5,02 - Automobile,CHRYSTLER,7
2016,5,02 - Automobile,CHVY,4
2016,5,02 - Automobile,CHYRSTLER,3
2016,5,02 - Automobile,CHYSLER,2
2016,5,02 - Automobile,COOPER,2
2016,5,02 - Automobile,COROLLA,1
2016,5,02 - Automobile,CRYSLER,6
2016,5,02 - Automobile,DODG,87
2016,5,02 - Automobile,DODGE,354
2016,5,02 - Automobile,DODGE RAM,1
2016,5,02 - Automobile,DOSG,2
2016,5,02 - Automobile,FERR,2
2016,5,02 - Automobile,FFORD,1
2016,5,02 - Automobile,FIAT,10
2016,5,02 - Automobile,FIRD,5
2016,5,02 - Automobile,FORD,1069
2016,5,02 - Automobile,FREIGHTLINER,2
2016,5,02 - Automobile,FRHT,2
2016,5,02 - Automobile,GEO,4
2016,5,02 - Automobile,GMC,123
2016,5,02 - Automobile,HARLEY DAVIDSON,1
2016,5,02 - Automobile,HINDA,3
2016,5,02 - Automobile,HNDA,1
2016,5,02 - Automobile,HODA,2
2016,5,02 - Automobile,HON,1
2016,5,02 - Automobile,HOND,541
2016,5,02 - Automobile,HOND4S,1
2016,5,02 - Automobile,HONDA,1455
2016,5,02 - Automobile,HUMM,2
2016,5,02 - Automobile,HUMMER,7
2016,5,02 - Automobile,HUNDA,1
2016,5,02 - Automobile,HUNDAI,1
2016,5,02 - Automobile,HUYNDAI,4
2016,5,02 - Automobile,HUYUN,1
2016,5,02 - Automobile,HYANDAI,1
2016,5,02 - Automobile,HYND,1
2016,5,02 - Automobile,HYNDAI,1
2016,5,02 - Automobile,HYUDAI,3
2016,5,02 - Automobile,HYUN,169
2016,5,02 - Automobile,HYUND,9
2016,5,02 - Automobile,HYUNDA,7
2016,5,02 - Automobile,HYUNDAI,269
2016,5,02 - Automobile,HYUNDAU,1
2016,5,02 - Automobile,HYUNDI,4
2016,5,02 - Automobile,HYUNDIA,1
2016,5,02 - Automobile,INFI,55
2016,5,02 - Automobile,INFINIT,2
2016,5,02 - Automobile,INFINITI,101
2016,5,02 - Automobile,INFINITY,20
2016,5,02 - Automobile,INFINTI,2
2016,5,02 - Automobile,INIFI,1
2016,5,02 - Automobile,ISU,1
2016,5,02 - Automobile,ISUZ,2
2016,5,02 - Automobile,ISUZU,25
2016,5,02 - Automobile,IZU,9
2016,5,02 - Automobile,JAGU,7
2016,5,02 - Automobile,JAGUAR,12
2016,5,02 - Automobile,JEEP,347
2016,5,02 - Automobile,KEEP,3
2016,5,02 - Automobile,KIA,161
2016,5,02 - Automobile,KIS,2
2016,5,02 - Automobile,LAND,11
2016,5,02 - Automobile,LAND ROVER,7
2016,5,02 - Automobile,LANDROVER,1
2016,5,02 - Automobile,LEX,6
2016,5,02 - Automobile,LEXIS,1
2016,5,02 - Automobile,LEXS,38
2016,5,02 - Automobile,LEXU,60
2016,5,02 - Automobile,LEXUS,257
2016,5,02 - Automobile,LINC,42
2016,5,02 - Automobile,LINCOLN,41
2016,5,02 - Automobile,LNCI,1
2016,5,02 - Automobile,LOTUS,2
2016,5,02 - Automobile,MADZA,1
2016,5,02 - Automobile,MASE,1
2016,5,02 - Automobile,MASERATI,2
2016,5,02 - Automobile,MAZ,2
2016,5,02 - Automobile,MAZA,1
2016,5,02 - Automobile,MAZADA,1
2016,5,02 - Automobile,MAZD,56
2016,5,02 - Automobile,MAZDA,189
2016,5,02 - Automobile,MBENZ,5
2016,5,02 - Automobile,MECEDES,1
2016,5,02 - Automobile,MECURY,1
2016,5,02 - Automobile,MERC,49
2016,5,02 - Automobile,MERC BENZ,1
2016,5,02 - Automobile,MERCEDES,101
2016,5,02 - Automobile,MERCEDES BENZ,7
2016,5,02 - Automobile,MERCEDEZ,15
2016,5,02 - Automobile,MERCEDEZ BENZ,1
2016,5,02 - Automobile,MERCURY,26
2016,5,02 - Automobile,MERZ,222
2016,5,02 - Automobile,MERZ BENZ,2
2016,5,02 - Automobile,MERZ4S,1
2016,5,02 - Automobile,MINI,25
2016,5,02 - Automobile,MISS,1
2016,5,02 - Automobile,MIST,2
2016,5,02 - Automobile,MITS,67
2016,5,02 - Automobile,MITSU,9
2016,5,02 - Automobile,MITSUBISHI,60
2016,5,02 - Automobile,MITSUBSHI,1
2016,5,02 - Automobile,MREZ,1
2016,5,02 - Automobile,MUSTANG,4
2016,5,02 - Automobile,NAIS,1
2016,5,02 - Automobile,NISS,319
2016,5,02 - Automobile,NISSA N,1
2016,5,02 - Automobile,NISSAN,851
2016,5,02 - Automobile,NISSIAN,5
2016,5,02 - Automobile,NSSAN,2
2016,5,02 - Automobile,OLDS,7
2016,5,02 - Automobile,OLDSMOBILE,20
2016,5,02 - Automobile,OLK,2
2016,5,02 - Automobile,PLYMOUTH,17
2016,5,02 - Automobile,PONT,42
2016,5,02 - Automobile,PONTIAC,73
2016,5,02 - Automobile,PORS,9
2016,5,02 - Automobile,PORSCHE,4
2016,5,02 - Automobile,RAM,2
2016,5,02 - Automobile,RANGE ROVER,3
2016,5,02 - Automobile,RANGEROVER,1
2016,5,02 - Automobile,ROLLS ROYCE,2
2016,5,02 - Automobile,ROV,1
2016,5,02 - Automobile,SAA,4
2016,5,02 - Automobile,SAAB,18
2016,5,02 - Automobile,SATR,1
2016,5,02 - Automobile,SATU,4
2016,5,02 - Automobile,SATURN,55
2016,5,02 - Automobile,SCIO,6
2016,5,02 - Automobile,SCION,75
2016,5,02 - Automobile,SMART CAR,1
2016,5,02 - Automobile,SMRT,1
2016,5,02 - Automobile,SPRINTER,3
2016,5,02 - Automobile,STRN,6
2016,5,02 - Automobile,SUB,4
2016,5,02 - Automobile,SUBA,62
2016,5,02 - Automobile,SUBARU,123
2016,5,02 - Automobile,SUBU,2
2016,5,02 - Automobile,SUBURU,3
2016,5,02 - Automobile,SUZ,2
2016,5,02 - Automobile,SUZI,3
2016,5,02 - Automobile,SUZU,1
2016,5,02 - Automobile,SUZUKI,11
2016,5,02 - Automobile,TESL,4
2016,5,02 - Automobile,TESLA,4
2016,5,02 - Automobile,THOMAS,2
2016,5,02 - Automobile,TOTY,10
2016,5,02 - Automobile,TOUPT,1
2016,5,02 - Automobile,TOY,20
2016,5,02 - Automobile,TOYO,17
2016,5,02 - Automobile,TOYOT,3
2016,5,02 - Automobile,TOYOTA,1486
2016,5,02 - Automobile,TOYOYA,3
2016,5,02 - Automobile,TOYT,835
2016,5,02 - Automobile,TOYTA,2
2016,5,02 - Automobile,TOYTOA,5
2016,5,02 - Automobile,TYTA,1
2016,5,02 - Automobile,UNK,7
2016,5,02 - Automobile,VICT,1
2016,5,02 - Automobile,VICTORY,1
2016,5,02 - Automobile,VOLK,124
2016,5,02 - Automobile,VOLKS,59
2016,5,02 - Automobile,VOLKSWAGEN,32
2016,5,02 - Automobile,VOLKSWAGON,51
2016,5,02 - Automobile,VOLKWAGEN,2
2016,5,02 - Automobile,VOLV,25
2016,5,02 - Automobile,VOLVO,96
2016,5,02 - Automobile,VW,43
2016,5,02 - Automobile,YAMAHA,2
2016,5,03 - Station Wagon,ACUR,2
2016,5,03 - Station Wagon,ACURA,1
2016,5,03 - Station Wagon,AUDI,1
2016,5,03 - Station Wagon,BMW,3
2016,5,03 - Station Wagon,CHEV,3
2016,5,03 - Station Wagon,CHEVROLET,6
2016,5,03 - Station Wagon,CHEVY,1
2016,5,03 - Station Wagon,CHRY,2
2016,5,03 - Station Wagon,DODGE,2
2016,5,03 - Station Wagon,FORD,13
2016,5,03 - Station Wagon,GMC,2
2016,5,03 - Station Wagon,HOND,6
2016,5,03 - Station Wagon,HONDA,12
2016,5,03 - Station Wagon,HYUNDAI,6
2016,5,03 - Station Wagon,INFIN,1
2016,5,03 - Station Wagon,JEEP,12
2016,5,03 - Station Wagon,KIA,5
2016,5,03 - Station Wagon,LEX,1
2016,5,03 - Station Wagon,LINCOLN,1
2016,5,03 - Station Wagon,MAZD,1
2016,5,03 - Station Wagon,MERC,13
2016,5,03 - Station Wagon,MERZ,1
2016,5,03 - Station Wagon,MITS,1
2016,5,03 - Station Wagon,NISS,6
2016,5,03 - Station Wagon,NISSAN,1
2016,5,03 - Station Wagon,SATURN,4
2016,5,03 - Station Wagon,SCION,1
2016,5,03 - Station Wagon,SUB,1
2016,5,03 - Station Wagon,SUBA,6
2016,5,03 - Station Wagon,SUBARU,8
2016,5,03 - Station Wagon,SUBU,1
2016,5,03 - Station Wagon,TOY,4
2016,5,03 - Station Wagon,TOYOT,1
2016,5,03 - Station Wagon,TOYOTA,12
2016,5,03 - Station Wagon,TOYT,13
2016,5,03 - Station Wagon,VOLK,1
2016,5,03 - Station Wagon,VOLV,2
2016,5,03 - Station Wagon,VOLVO,6
2016,5,03 - Station Wagon,VW,3
2016,5,04 - Limousine,AUDI,1
2016,5,04 - Limousine,CHRY,1
2016,5,04 - Limousine,FORD,3
2016,5,04 - Limousine,GMC,2
2016,5,04 - Limousine,LEXU,1
2016,5,04 - Limousine,TOYOTA,1
2016,5,05 - Light Duty Truck,ACUR,3
2016,5,05 - Light Duty Truck,ACURA,3
2016,5,05 - Light Duty Truck,AUDI,2
2016,5,05 - Light Duty Truck,BMW,5
2016,5,05 - Light Duty Truck,CADI,12
2016,5,05 - Light Duty Truck,CHEV,85
2016,5,05 - Light Duty Truck,CHEVROLET,28
2016,5,05 - Light Duty Truck,CHEVY,40
2016,5,05 - Light Duty Truck,CHRY,1
2016,5,05 - Light Duty Truck,DODG,7
2016,5,05 - Light Duty Truck,DODGE,30
2016,5,05 - Light Duty Truck,DODGE RAM,1
2016,5,05 - Light Duty Truck,EPO,10
2016,5,05 - Light Duty Truck,FOR,3
2016,5,05 - Light Duty Truck,FORD,219
2016,5,05 - Light Duty Truck,FREI,1
2016,5,05 - Light Duty Truck,GMC,49
2016,5,05 - Light Duty Truck,HOND,27
2016,5,05 - Light Duty Truck,HONDA,16
2016,5,05 - Light Duty Truck,HYUN,9
2016,5,05 - Light Duty Truck,INTL,1
2016,5,05 - Light Duty Truck,ISU,3
2016,5,05 - Light Duty Truck,ISUSU,1
2016,5,05 - Light Duty Truck,ISUZU,3
2016,5,05 - Light Duty Truck,JEEP,36
2016,5,05 - Light Duty Truck,KIA,9
2016,5,05 - Light Duty Truck,LEX,2
2016,5,05 - Light Duty Truck,LEXU,5
2016,5,05 - Light Duty Truck,LEXUS,4
2016,5,05 - Light Duty Truck,LINCOLN,9
2016,5,05 - Light Duty Truck,LNDR,1
2016,5,05 - Light Duty Truck,MAZD,4
2016,5,05 - Light Duty Truck,MAZDA,3
2016,5,05 - Light Duty Truck,MERCEDEZ,3
2016,5,05 - Light Duty Truck,MERCURY,1
2016,5,05 - Light Duty Truck,MERZ,7
2016,5,05 - Light Duty Truck,MIFU,1
2016,5,05 - Light Duty Truck,MITS,5
2016,5,05 - Light Duty Truck,MITSUBISHI,4
2016,5,05 - Light Duty Truck,NISS,9
2016,5,05 - Light Duty Truck,NISSAN,15
2016,5,05 - Light Duty Truck,PONT,1
2016,5,05 - Light Duty Truck,RAM,2
2016,5,05 - Light Duty Truck,RANG,1
2016,5,05 - Light Duty Truck,SUBA,2
2016,5,05 - Light Duty Truck,SUBARU,2
2016,5,05 - Light Duty Truck,TOYOT,1
2016,5,05 - Light Duty Truck,TOYOTA,49
2016,5,05 - Light Duty Truck,TOYT,54
2016,5,05 - Light Duty Truck,TOYTA,2
2016,5,06 - Heavy Duty Truck,CHEV,14
2016,5,06 - Heavy Duty Truck,CHEVROLET,6
2016,5,06 - Heavy Duty Truck,CHEVY,5
2016,5,06 - Heavy Duty Truck,FORD,49
2016,5,06 - Heavy Duty Truck,FRHT,4
2016,5,06 - Heavy Duty Truck,GMC,10
2016,5,06 - Heavy Duty Truck,INTERNATIONAL,1
2016,5,06 - Heavy Duty Truck,INTL,3
2016,5,06 - Heavy Duty Truck,ISU,2
2016,5,06 - Heavy Duty Truck,ISUZ,6
2016,5,06 - Heavy Duty Truck,LINCOLN,7
2016,5,06 - Heavy Duty Truck,LODA,2
2016,5,06 - Heavy Duty Truck,PETE,2
2016,5,06 - Heavy Duty Truck,STER,1
2016,5,06 - Heavy Duty Truck,STERLING,1
2016,5,06 - Heavy Duty Truck,TOYOTA,1
2016,5,07 - Truck/Road Tractor,FORD,5
2016,5,07 - Truck/Road Tractor,FREIGHTLINER,1
2016,5,07 - Truck/Road Tractor,KENWORTH,5
2016,5,07 - Truck/Road Tractor,MACK,1
2016,5,08 - Recreational Vehicle,ACURA,2
2016,5,08 - Recreational Vehicle,CHEV,2
2016,5,08 - Recreational Vehicle,DODGE,1
2016,5,08 - Recreational Vehicle,FORD,2
2016,5,08 - Recreational Vehicle,GMC,2
2016,5,08 - Recreational Vehicle,HOND,1
2016,5,08 - Recreational Vehicle,NISS,1
2016,5,08 - Recreational Vehicle,NISSAN,2
2016,5,08 - Recreational Vehicle,RANGEROVER,3
2016,5,08 - Recreational Vehicle,TOYOTA,1
2016,5,10 - Transit Bus,GILL,1
2016,5,10 - Transit Bus,GILLIG,1
2016,5,10 - Transit Bus,ORION,2
2016,5,12 - School Bus,THOM,2
2016,5,12 - School Bus,THOMAS,3
2016,5,13 - Ambulance(Emerg),FORD,8
2016,5,19 - Moped,GREEN POWER,2
2016,5,19 - Moped,TAO TAO,7
2016,5,19 - Moped,YB50,2
2016,5,20 - Commercial Rig,FORD,1
2016,5,20 - Commercial Rig,MACK,2
2016,5,25 - Utility Trailer,BRIM,3
2016,5,25 - Utility Trailer,CARR,1
2016,5,25 - Utility Trailer,KAUF,2
2016,5,25 - Utility Trailer,KRAF,1
2016,5,25 - Utility Trailer,MAST,1
2016,5,27 - Farm Equipment,MERZ,1
2016,5,28 - Other,ACUR,2
2016,5,28 - Other,ACURA,1
2016,5,28 - Other,AUDI,2
2016,5,28 - Other,BICYCLE,1
2016,5,28 - Other,CADI,3
2016,5,28 - Other,CHEV,10
2016,5,28 - Other,CHEVROLET,9
2016,5,28 - Other,DODGE,2
2016,5,28 - Other,FORD,17
2016,5,28 - Other,GMC,9
2016,5,28 - Other,HOND,9
2016,5,28 - Other,HONDA,13
2016,5,28 - Other,HUMM,1
2016,5,28 - Other,HYUN,5
2016,5,28 - Other,HYUNDAI,2
2016,5,28 - Other,ISUZU,1
2016,5,28 - Other,JEEP,8
2016,5,28 - Other,KIA,3
2016,5,28 - Other,LEXU,1
2016,5,28 - Other,LEXUS,5
2016,5,28 - Other,LINCOLN,1
2016,5,28 - Other,LNDR,1
2016,5,28 - Other,MACK,2
2016,5,28 - Other,MERCEDES,3
2016,5,28 - Other,MERZ,2
2016,5,28 - Other,MITSUBISHI,2
2016,5,28 - Other,NISS,2
2016,5,28 - Other,NISSAN,14
2016,5,28 - Other,SATU,1
2016,5,28 - Other,SATURN,1
2016,5,28 - Other,SUBA,1
2016,5,28 - Other,TOYOTA,14
2016,5,28 - Other,TOYT,7
2016,5,28 - Other,VOVL,1
2016,6,01 - Motorcycle,APOLLO,9
2016,6,01 - Motorcycle,BMW,1
2016,6,01 - Motorcycle,CHEV,3
2016,6,01 - Motorcycle,CHEVROLET,4
2016,6,01 - Motorcycle,CHEVY,3
2016,6,01 - Motorcycle,CHRY,3
2016,6,01 - Motorcycle,DODGE,1
2016,6,01 - Motorcycle,FORD,5
2016,6,01 - Motorcycle,HD,1
2016,6,01 - Motorcycle,HOND,8
2016,6,01 - Motorcycle,HONDA,41
2016,6,01 - Motorcycle,HYUN,2
2016,6,01 - Motorcycle,INFINITI,3
2016,6,01 - Motorcycle,INFINITY,1
2016,6,01 - Motorcycle,JEEP,2
2016,6,01 - Motorcycle,KAW,5
2016,6,01 - Motorcycle,KAWASAKI,14
2016,6,01 - Motorcycle,KAWASAWKI,5
2016,6,01 - Motorcycle,KAWI,2
2016,6,01 - Motorcycle,KAWK,2
2016,6,01 - Motorcycle,LEXS,4
2016,6,01 - Motorcycle,LEXUS,1
2016,6,01 - Motorcycle,MERZ,1
2016,6,01 - Motorcycle,NISS,1
2016,6,01 - Motorcycle,NISSAN,14
2016,6,01 - Motorcycle,STRN,1
2016,6,01 - Motorcycle,SUBARY,1
2016,6,01 - Motorcycle,SUZU,2
2016,6,01 - Motorcycle,SUZUKI,16
2016,6,01 - Motorcycle,TOYOTA,14
2016,6,01 - Motorcycle,TOYT,4
2016,6,01 - Motorcycle,YAMA,4
2016,6,01 - Motorcycle,YAMAHA,39
2016,6,02 - Automobile,5BB7282,3
2016,6,02 - Automobile,ACCO,1
2016,6,02 - Automobile,ACRU,1
2016,6,02 - Automobile,ACUR,148
2016,6,02 - Automobile,ACURA,357
2016,6,02 - Automobile,AUDI,152
2016,6,02 - Automobile,BENTLEY,1
2016,6,02 - Automobile,BENZ,1
2016,6,02 - Automobile,BLUE,2
2016,6,02 - Automobile,BMW,404
2016,6,02 - Automobile,BUIC,30
2016,6,02 - Automobile,BUICK,60
2016,6,02 - Automobile,BWI,1
2016,6,02 - Automobile,CAD,1
2016,6,02 - Automobile,CADALLIC,2
2016,6,02 - Automobile,CADDILAC,1
2016,6,02 - Automobile,CADI,72
2016,6,02 - Automobile,CADIL,1
2016,6,02 - Automobile,CADILAC,1
2016,6,02 - Automobile,CADILLAC,29
2016,6,02 - Automobile,CAILLAC,2
2016,6,02 - Automobile,CHEV,363
2016,6,02 - Automobile,CHEVE,3
2016,6,02 - Automobile,CHEVEROLET,1
2016,6,02 - Automobile,CHEVORLET,5
2016,6,02 - Automobile,CHEVRLET,3
2016,6,02 - Automobile,CHEVROLET,256
2016,6,02 - Automobile,CHEVY,358
2016,6,02 - Automobile,CHRVROLET,1
2016,6,02 - Automobile,CHRY,90
2016,6,02 - Automobile,CHRYS,4
2016,6,02 - Automobile,CHRYSLER,88
2016,6,02 - Automobile,CHRYSLET,2
2016,6,02 - Automobile,CHRYSTLER,3
2016,6,02 - Automobile,CHYRSLER,8
2016,6,02 - Automobile,CHYSLER,5
2016,6,02 - Automobile,CORV,2
2016,6,02 - Automobile,CRYSLER,4
2016,6,02 - Automobile,DIDGE,2
2016,6,02 - Automobile,DOD,1
2016,6,02 - Automobile,DODE,1
2016,6,02 - Automobile,DODG,92
2016,6,02 - Automobile,DODGE,319
2016,6,02 - Automobile,DODGR,1
2016,6,02 - Automobile,EPO,1
2016,6,02 - Automobile,EXUS,1
2016,6,02 - Automobile,FERRARI,5
2016,6,02 - Automobile,FIAT,10
2016,6,02 - Automobile,FOD,1
2016,6,02 - Automobile,FOED,1
2016,6,02 - Automobile,FOR,2
2016,6,02 - Automobile,FORD,1118
2016,6,02 - Automobile,FPRD,1
2016,6,02 - Automobile,FRHT,1
2016,6,02 - Automobile,GEO,5
2016,6,02 - Automobile,GMC,179
2016,6,02 - Automobile,HINDA,2
2016,6,02 - Automobile,HNDA,1
2016,6,02 - Automobile,HODA,2
2016,6,02 - Automobile,HON,3
2016,6,02 - Automobile,HONAD,1
2016,6,02 - Automobile,HOND,624
2016,6,02 - Automobile,HONDA,1593
2016,6,02 - Automobile,HONDACIVIC,3
2016,6,02 - Automobile,HUMAN,2
2016,6,02 - Automobile,HUYN,1
2016,6,02 - Automobile,HUYND,1
2016,6,02 - Automobile,HUYNDAI,2
2016,6,02 - Automobile,HYNDAI,1
2016,6,02 - Automobile,HYU,1
2016,6,02 - Automobile,HYUDAI,2
2016,6,02 - Automobile,HYUN,257
2016,6,02 - Automobile,HYUNADAI,2
2016,6,02 - Automobile,HYUNAI,2
2016,6,02 - Automobile,HYUND,10
2016,6,02 - Automobile,HYUNDA,1
2016,6,02 - Automobile,HYUNDAI,281
2016,6,02 - Automobile,HYUNDAY,2
2016,6,02 - Automobile,HYUNDI,1
2016,6,02 - Automobile,HYUNDIA,2
2016,6,02 - Automobile,INFI,66
2016,6,02 - Automobile,INFIN,5
2016,6,02 - Automobile,INFINIT,3
2016,6,02 - Automobile,INFINITE,1
2016,6,02 - Automobile,INFINITI,84
2016,6,02 - Automobile,INFINITIT,1
2016,6,02 - Automobile,INFINITY,26
2016,6,02 - Automobile,ISU,5
2016,6,02 - Automobile,ISUZ,1
2016,6,02 - Automobile,ISUZU,28
2016,6,02 - Automobile,JAGU,22
2016,6,02 - Automobile,JAGUAR,16
2016,6,02 - Automobile,JEEP,323
2016,6,02 - Automobile,KA,4
2016,6,02 - Automobile,KAWASAKI,13
2016,6,02 - Automobile,KIA,218
2016,6,02 - Automobile,KIS,1
